wallet,n_borrows,n_repays,n_liquidations,repayment_rate,log_repay_score,recency_weight,weighted_score,wallet_age_days,max_loan_usd,n_assets,total_borrowed,total_repaid,survived_luna,survived_covid,defaulted,reputation_score,ml_collateral_ratio,latent_risk,default_prob,ml_reputation
0x000000000000000000000000000000000000000a,1,0,0,0.8021902730732466,8.582464132134188,0.6518785406995589,5.59472419406194,122.08404927864954,21907.29653720721,4,10564.223886258256,8474.517644124426,0,0,0,0.0711521337099401,1.3570899239025906,0.2713910165654992,0.523633079675302,0.47636692032469796
0x000000000000000000000000000000000000000b,10,9,0,0.9801166402839916,64.80319335073602,0.7472909159308827,48.426837714317614,339.2862546684849,579.8737406724018,4,3599.241048337289,3527.676043868576,0,0,0,0.615878944641422,1.3685432934883226,0.036865359320196,0.5618109782944087,0.43818902170559126
0x000000000000000000000000000000000000000c,5,4,0,0.8036312067743194,30.338402536195016,0.4599457919049894,13.954020579642558,993.0300283878724,2153.9539812031735,5,7025.52831224952,5645.93379580023,1,1,0,0.177463321449835,1.2005484159255868,0.1866213480590915,0.0018280530852895765,0.9981719469147105
0x000000000000000000000000000000000000000d,2,1,0,0.8083399890883153,14.256833371002802,0.902080799443758,12.860815644850655,688.0738669984747,3611.959681748412,1,3087.312441155678,2495.5981049960005,1,0,0,0.163560247590495,1.2008292808932404,0.124839286658256,0.002764269644134699,0.9972357303558653
0x000000000000000000000000000000000000000e,3,2,0,0.8227994937962785,20.786131730132183,0.3996750168781909,8.30769755007288,738.1729116052293,6524.322610002191,3,7775.3877755463745,6397.585125789329,1,0,0,0.1056549682166483,1.2011775435605931,0.0678410807668066,0.003925145201977268,0.9960748547980227
0x000000000000000000000000000000000000000f,2,1,0,0.9120946305694962,12.122523392069787,0.3550570831782914,4.304187796348906,236.5297670361765,723.3085978770782,1,696.3051706888562,635.0962074230823,0,0,0,0.0547394536308967,1.3251800380629843,0.1693960232462859,0.4172667935432817,0.5827332064567183
0x0000000000000000000000000000000000000010,2,1,0,0.964963985430825,16.924036417029733,0.3470572360778567,5.873609302175332,106.4186088737969,4156.106763688315,3,3267.585145520175,3153.1019847557104,0,0,0,0.0746989163240422,1.317479384319313,0.0631999170923503,0.3915979477310436,0.6084020522689564
0x0000000000000000000000000000000000000011,2,1,0,0.8421527613415463,14.429586699502558,0.6128948098771403,8.843818796797333,298.5946390487095,2111.383669127786,1,3919.021123935386,3300.4144612780356,0,0,0,0.112473207920433,1.3459774255006358,0.1826036039255366,0.48659141833545266,0.5134085816645473
0x0000000000000000000000000000000000000012,5,4,0,0.8132154588428132,28.192945385669205,0.4999309813763865,14.094526854548471,271.4314336373962,1379.4236996024497,5,3719.538070636543,3024.7858587960086,0,0,0,0.1792502408604115,1.3945187851962624,0.070002610152291,0.6483959506542083,0.3516040493457917
0x0000000000000000000000000000000000000013,5,4,0,0.8987078960777977,35.74434121908056,0.3892687041830958,13.914153388229908,257.5077777256115,4277.766759909711,5,10702.568953531634,9618.483226855971,0,0,0,0.1769563016869943,1.3763673690836804,0.0921825170193516,0.5878912302789345,0.41210876972106547
0x0000000000000000000000000000000000000014,7,5,0,0.8123134600512073,54.22280716533874,0.7663438931372678,41.553317139917034,216.97169223042837,2471.559362447975,4,8819.73778238067,7164.391714750003,0,0,0,0.528463437101863,1.343919959602553,0.1483676580729395,0.4797331986751767,0.5202668013248233
0x0000000000000000000000000000000000000015,5,3,0,0.7758361309776641,46.00776313776279,0.9445965516708116,43.4587744100182,587.5130199357422,11567.648475289916,2,32375.357554392973,25117.972144018735,1,0,0,0.5526965084308686,1.2004864505569193,0.1849707924769143,0.0016215018563976837,0.9983784981436024
0x0000000000000000000000000000000000000016,4,3,0,0.9606131757632704,25.20543420488203,0.6451298622248609,16.26077829591334,348.26037156656713,1789.1632223363715,5,3933.2787380900095,3778.3593797587937,0,0,0,0.206800019340812,1.4125059759849146,0.0831654995661236,0.7083532532830483,0.2916467467169517
0x0000000000000000000000000000000000000017,5,4,0,0.9455632066244124,44.504658531101654,0.3781963856579949,16.831501001405897,825.7346645961045,7316.288379525016,3,13356.985135331915,12629.87369539906,1,0,0,0.2140583106960151,1.2010793392974846,0.1430252432116133,0.003597797658281925,0.9964022023417181
0x0000000000000000000000000000000000000018,3,2,0,0.975656294264196,20.50191993329748,0.5671887499267608,11.628458338065537,208.42899531196247,1635.1157598502648,4,2239.9482304806234,2185.4195898943685,0,0,0,0.1478874728782291,1.3644679813784608,0.0976286889382934,0.5482266045948695,0.4517733954051305
0x0000000000000000000000000000000000000019,4,3,0,0.8795973775827365,25.920654249067063,0.5521516318079032,14.31213154115084,480.6882587424882,1253.5269485518977,3,6067.49292846118,5336.950868376252,0,0,0,0.1820176762548988,1.4111193510260989,0.0760178669924506,0.7037311700869961,0.29626882991300385
0x000000000000000000000000000000000000001a,4,3,0,0.8193683180183786,32.38258987820316,0.4647607409128745,15.050156464471453,43.24810133329758,10438.669550616443,1,13478.929595477157,11044.207871334262,0,0,0,0.1914036703099965,1.2695458351181264,0.197159608118529,0.2318194503937548,0.7681805496062453
0x000000000000000000000000000000000000001b,6,5,0,0.9329521085651202,49.50039174826631,0.526625811397473,26.068183968923524,497.2318527815363,11695.986805569855,2,27816.21811893097,25951.199346363952,0,0,0,0.3315278549925297,1.3749449941951122,0.105023202744801,0.5831499806503739,0.41685001934962607
0x000000000000000000000000000000000000001c,2,1,1,0.820188058243759,15.906785476431184,0.9179565910125131,14.601738569912127,84.16307425018016,4049.2123170901546,5,3456.4915441034573,2834.973087894187,0,0,1,0.1857008172497011,1.36484809446661,0.0795546408651179,0.5494936482220333,0.4505063517779667
0x000000000000000000000000000000000000001d,4,3,0,0.8202968222115187,27.933338985545127,0.5343669720406266,14.926653772690138,978.3918065164644,5896.795748200652,1,7402.379906381801,6072.1487140073905,1,1,0,0.1898329977023122,1.2002182063133096,0.1418079657586873,0.0007273543776983307,0.9992726456223017
0x000000000000000000000000000000000000001e,4,3,0,0.8431871281284916,25.068132235308553,0.4868803595417671,12.205181235767592,796.8743647909005,430.52464999467054,4,1321.6004142667323,1114.356457838991,1,0,0,0.1552220729956815,1.2017917174447164,0.0397469855649232,0.005972391482387791,0.9940276085176122
0x000000000000000000000000000000000000001f,4,3,0,0.970185109692611,44.91146383044017,0.490201888990641,22.01568440701662,505.40813233736174,35322.78640072432,3,118598.233583595,115062.24025865,0,0,0,0.2799893017615567,1.3892181007757378,0.1006938614491255,0.6307270025857927,0.36927299741420727
0x0000000000000000000000000000000000000020,5,4,0,0.9158698406564528,45.87886289160554,0.4468072409874344,20.49900814823906,113.98973743396976,17376.046207273175,2,33396.7779790374,30587.10172609991,0,0,0,0.260700638332219,1.282300213552284,0.1504737155488101,0.27433404517428045,0.7256659548257196
0x0000000000000000000000000000000000000021,2,1,0,0.8231071175704238,15.96753013548443,0.5582610942166101,8.914050845372234,604.6720775667019,11656.664472816548,5,13289.157398658755,10938.40004134968,1,0,0,0.1133663994232828,1.2012834392522425,0.0181592047300348,0.00427813084080852,0.9957218691591915
0x0000000000000000000000000000000000000022,6,4,0,0.8040285227930419,36.980060917598095,0.3719098023589336,13.753247147085236,766.0008381808212,291.2751748621864,3,1646.8078713437233,1324.0805001204476,1,0,0,0.174909941225322,1.2011182144354875,0.0727032641586973,0.003727381451624964,0.996272618548375
0x0000000000000000000000000000000000000023,3,2,0,0.9483554747368764,21.303490501299148,0.5924691079276286,12.621660013049416,214.99573541460293,2201.9331949710368,5,3462.350981166958,3283.53950845028,0,0,0,0.1605187333171966,1.382362647034732,0.1010374799001297,0.6078754901157741,0.39212450988422587
0x0000000000000000000000000000000000000024,3,2,0,0.9203379198204014,25.11402638402297,0.5592962637148303,14.046181123419718,581.1620905638661,2843.0139016098465,5,5655.873135718094,5205.314516494881,1,0,0,0.1786353934065855,1.2010267573584863,0.2005847239427549,0.0034225245282879057,0.996577475471712
0x0000000000000000000000000000000000000025,1,0,1,0.8622861359533698,4.743727162306581,0.4226763104876092,2.005061094923602,819.7845714313819,251.40228229271273,3,206.13929294737687,177.75105438375334,0,0,1,0.0254998048472206,1.4701929233041282,0.3595638982415062,0.9006430776804277,0.09935692231957227
0x0000000000000000000000000000000000000026,3,2,0,0.8261635559270143,32.17740016202333,0.399435441637808,12.852794044474264,775.2003443169268,32919.53864505404,5,42484.3023740765,35098.98232044554,1,0,0,0.1634582311259203,1.2016640370560978,0.0652828727615442,0.005546790186992995,0.994453209813007
0x0000000000000000000000000000000000000027,3,2,0,0.8901959220804087,32.47614802823464,0.486670952281171,15.805197887325226,808.9022573311383,38978.9721262249,4,66351.05724289491,59065.44058334881,1,0,0,0.2010060754352491,1.201510099904951,0.0293039284872281,0.005033666349836939,0.9949663336501631
0x0000000000000000000000000000000000000028,3,2,0,0.9125717572583588,37.02201441051475,0.8500788471603032,31.471631329642513,882.9437221236283,82711.42889139452,2,173709.99966558718,158522.83964817383,1,0,0,0.4002473835642082,1.2013004464248547,0.039867159165479,0.004334821416182512,0.9956651785838175
0x0000000000000000000000000000000000000029,5,4,0,0.9716428694628224,28.22397362604119,0.6824364981587531,19.261069725480553,939.5516390946862,776.524731671184,1,2475.045778195692,2404.8605819779063,1,1,0,0.2449568845517784,1.2002046081889552,0.0739231795262403,0.0006820272965172985,0.9993179727034827
0x000000000000000000000000000000000000002a,5,3,0,0.7797030259765231,39.93117585880903,0.9522446138078224,38.02424713456385,423.3555205474299,9286.802338853118,2,22334.590146986255,17414.34752155062,0,0,0,0.4835817142174465,1.380548243333551,0.2709086103147957,0.6018274777785032,0.3981725222214968
0x000000000000000000000000000000000000002b,9,8,1,0.8978121179022691,77.65823322950347,0.7095790609541612,55.104656210350306,581.706029447191,52680.129374903074,1,183177.75991809976,164459.21258466254,0,0,1,0.7008055680171961,1.357971144130125,0.0263862176347683,0.5265704804337501,0.4734295195662499
0x000000000000000000000000000000000000002c,6,4,1,0.8071080682618521,39.43216016963319,0.5290356914691018,20.86102012146227,796.9397402642426,2565.3959372642485,4,11857.19508035232,9570.037816307096,0,0,1,0.2653046051105485,1.4648732997454617,0.1222112975690515,0.8829109991515387,0.1170890008484613
0x000000000000000000000000000000000000002d,3,2,0,0.8566114456022804,20.094504323977795,0.4115680960770091,8.270256886230769,706.2256195274097,1833.1998916898067,2,4514.21563072253,3866.928777193636,1,0,0,0.1051788083511253,1.2008554550547264,0.1607921125627501,0.002851516849088285,0.9971484831509118
0x000000000000000000000000000000000000002e,6,4,0,0.8261008978758462,34.230096928176934,0.5203986991450201,17.813297913031224,995.6546214164474,452.6577703068878,4,1097.1672423322996,906.3708440106788,1,1,0,0.2265445285521367,1.2004430442603782,0.0696304852516922,0.0014768142012608248,0.9985231857987392
0x000000000000000000000000000000000000002f,4,3,0,0.9310580187104608,39.354125629152875,0.9323710449155098,36.692647234589515,43.267321571504816,25252.830426354205,3,50325.503782348744,46855.96384219942,0,0,0,0.4666468000295983,1.2966277019507977,0.1808961147629077,0.3220923398359922,0.6779076601640077
0x0000000000000000000000000000000000000030,3,2,0,0.7932139558357542,21.820770150585663,0.7376758799244467,16.09665582146238,374.47921885631695,8581.290031092794,1,8364.211067209835,6634.608948066709,0,0,0,0.2047127557256842,1.3632613287954711,0.2886664984587421,0.5442044293182373,0.4557955706817627
0x0000000000000000000000000000000000000031,4,3,0,0.8742699834227108,31.127875909502453,0.5246351514603914,16.330777892422088,302.59708848209635,2077.463788132497,3,4305.638311204294,3764.290334960767,0,0,0,0.207690254583457,1.3615063255291993,0.0457547991304703,0.5383544184306641,0.4616455815693359
0x0000000000000000000000000000000000000032,10,8,0,0.8419300930929052,89.8003103449971,0.4561151888158494,40.95928550873023,284.44637466056855,6315.582743646695,3,51634.106313436765,43472.30793524078,0,0,0,0.5209087093647929,1.2987023220305436,0.1981371870276094,0.32900774010181183,0.6709922598981881
0x0000000000000000000000000000000000000033,3,2,0,0.9475316538106732,27.803757620975738,0.3855064847714857,10.718528863900762,245.8538890239192,10191.032232428091,2,12231.087588927465,11589.34265103964,0,0,0,0.1363152449422918,1.3258977959746578,0.128636690968393,0.419659319915526,0.5803406800844739
0x0000000000000000000000000000000000000034,4,3,0,0.9298272136983686,35.74295864425161,0.3459989474382781,12.36702606924096,717.8501255907722,6288.29414988339,5,11840.431312256442,11009.555256062324,1,0,0,0.1572803702114374,1.2012938291635002,0.108661396240417,0.004312763878334088,0.9956872361216659
0x0000000000000000000000000000000000000035,3,2,0,0.7938427806440895,23.60971748962794,0.3752115956798772,8.858639772834405,112.2166890770622,3395.705879313077,5,5699.248604239606,4524.307359571515,0,0,0,0.1126616969383225,1.3504560662557852,0.0883615857946367,0.5015202208526178,0.4984797791473822
0x0000000000000000000000000000000000000036,7,5,0,0.7683414041094113,66.55172698289167,0.5905304882770912,39.30082383089068,749.3605689250381,56233.45972403599,4,271196.0812185276,208371.17783241344,1,0,0,0.4998168587281348,1.2008659174201313,0.225380436621108,0.0028863914004377805,0.9971136085995622
0x0000000000000000000000000000000000000037,4,3,0,0.9012383131942208,36.31398220328945,0.4380219188053689,15.906320164148864,702.6230667557852,6187.299381249456,2,11983.482418685544,10799.97348120876,1,0,0,0.2022921202002878,1.2006537216789126,0.0450056791596003,0.00217907226304231,0.9978209277369577
0x0000000000000000000000000000000000000038,5,4,0,0.8677497751487266,47.23495386704214,0.7524659241679976,35.542693214596596,273.2800085258695,45544.11584695957,3,123179.1487346848,106888.67861753429,0,0,0,0.4520220072153856,1.3416252173688352,0.0889701516141607,0.4720840578961178,0.5279159421038822
0x0000000000000000000000000000000000000039,4,3,0,0.8209199746303842,35.02782890698105,0.90882744981645,31.83425241813852,275.24876967020646,12252.881810738185,4,20157.898729052627,16548.021713255737,0,0,0,0.4048590968997997,1.3771029752545814,0.1709843473849212,0.5903432508486044,0.4096567491513956
0x000000000000000000000000000000000000003a,3,2,0,0.9386842900872832,28.290793055574085,0.9173757554572204,25.95328765184116,639.9947677841672,5359.329529811138,3,16447.159365909192,15438.690113340885,1,0,0,0.3300666358453015,1.2008614324858133,0.0991994877709891,0.0028714416193778604,0.9971285583806221
0x000000000000000000000000000000000000003b,1,0,0,0.7860250155151225,6.8758001330145,0.7518407609020021,5.169506803815709,769.3059723191675,6673.330855436715,4,2587.65635163836,2033.9626239443471,1,0,0,0.0657443381587843,1.2021858981907005,0.1985100943233867,0.007286327302335286,0.9927136726976648
0x000000000000000000000000000000000000003c,4,3,0,0.982992587417622,38.05423965621424,0.9347186980862846,35.57000934812004,880.1910446947445,21602.92804293842,1,40763.968440202625,40070.67881044506,1,0,0,0.4523694061429255,1.2010865516137466,0.0590939757820424,0.0036218387124886666,0.9963781612875113
0x000000000000000000000000000000000000003d,1,0,0,0.7696977461300012,7.639437823790806,0.3922297512397483,2.996414797236993,856.5753769388415,5284.39639293521,4,3633.8601445271665,2796.9739629942005,1,0,0,0.0381075632878801,1.202536921430718,0.1756137761021554,0.008456404769059957,0.99154359523094
0x000000000000000000000000000000000000003e,3,2,0,0.787156121949593,18.320785028332978,0.5764456416530118,10.560936681244296,965.9365043389377,1590.514049423018,4,2838.226837027593,2234.1276302478996,1,1,0,0.1343110317473116,1.2004731726737143,0.1824501148628793,0.0015772422457145992,0.9984227577542854
0x000000000000000000000000000000000000003f,8,6,0,0.8318407289874328,44.00703331726114,0.409082513150223,18.00250778571078,593.9433484764158,1688.1385066744804,3,6043.941549403432,5027.596744413185,1,0,0,0.228950846664194,1.200617049493826,0.1521130093386882,0.0020568316460866727,0.9979431683539133
0x0000000000000000000000000000000000000040,3,2,0,0.8870578993119075,28.28923811067419,0.3564104968288761,10.082581409935765,911.3958945001488,14751.639764232425,5,16339.62844619169,14494.196485015887,1,1,0,0.1282274435230477,1.2003635287871057,0.0738595986959657,0.0012117626236857093,0.9987882373763143
0x0000000000000000000000000000000000000041,6,4,0,0.8058451140781605,35.2948010336463,0.336424666229424,11.874041657378386,814.2578750625985,1295.8868622458165,3,5486.841560441239,4421.544463202563,1,0,0,0.1510107326791724,1.2013402847987702,0.1869105880885214,0.004467615995900779,0.9955323840040993
0x0000000000000000000000000000000000000042,5,4,0,0.932669870069511,42.57950830143163,0.3574532890194386,15.220185287177229,897.8275955845932,7126.550288733358,2,11237.13226541627,10480.534689939705,1,0,0,0.193566049206269,1.201140218785636,0.0728657985064717,0.0038007292854533663,0.9961992707145466
0x0000000000000000000000000000000000000043,7,1,1,0.1469482138815288,54.92112190168114,0.4524702381144959,24.85017310436892,41.27780324680563,28090.128297544743,3,96656.09308397995,14203.44023945765,0,0,1,0.3160375343102463,1.2897557400955686,0.5157912678705299,0.2991858003185621,0.7008141996814379
0x0000000000000000000000000000000000000044,3,2,0,0.794370077598627,25.62563275986519,0.6067432914251801,15.548180765573528,966.9259021098368,5654.340690524303,5,14344.057488252198,11394.490060022064,1,1,0,0.1977374037405782,1.2005193954744753,0.0666879454038026,0.0017313182482508488,0.9982686817517491
0x0000000000000000000000000000000000000045,3,2,0,0.9635396959674164,22.686222569042776,0.5135848806511119,11.651300910546396,489.324257961084,2717.073122554859,2,3035.49629865528,2924.821180716526,0,0,0,0.1481779783106795,1.3965174460252578,0.0600234876035624,0.6550581534175263,0.34494184658247373
0x0000000000000000000000000000000000000046,9,8,0,0.9582365561410906,92.94055939840106,0.4066436471294535,37.79368804001742,804.2374998875977,51775.041240054365,5,278567.04582743306,266933.1266480768,1,0,0,0.4806495282947478,1.2007786539352678,0.1526828923806101,0.0025955131175597838,0.9974044868824402
0x0000000000000000000000000000000000000047,3,2,0,0.920815664145656,24.71449397027362,0.3729062985011253,9.216190465783116,153.38799575764745,14950.690497400108,2,17811.154867974616,16400.790398955178,0,0,0,0.1172089264049279,1.3080346827014033,0.0144853017087641,0.3601156090046782,0.6398843909953218
0x0000000000000000000000000000000000000048,5,4,0,0.9474662685212968,40.85258861350792,0.3501557344735653,14.304768171109275,414.06286293955486,39447.89956067593,3,50349.69979106213,47704.64218220515,0,0,0,0.1819240309791747,1.3734768142067308,0.0692050459639204,0.57825604735577,0.42174395264423004
0x0000000000000000000000000000000000000049,5,3,0,0.796372864793714,23.506498224027336,0.4457288615523945,10.477524692479088,293.3168431303612,210.45624460442045,5,620.8596174040565,494.4357521467977,0,0,0,0.1332502214603749,1.4044411397499537,0.1392472147247321,0.6814704658331792,0.31852953416682084
0x000000000000000000000000000000000000004a,10,8,0,0.832724220310659,82.57116450115758,0.5464382720306902,45.120044449574415,312.9090073859089,4951.196222392381,5,40652.86787109524,33852.62770135002,0,0,0,0.5738240750244601,1.3501554773969557,0.10519918023337,0.5005182579898527,0.4994817420101473
0x000000000000000000000000000000000000004b,5,4,0,0.8584920878663819,42.3837797291274,0.3457304687549906,14.653364033359482,149.5579513523553,28901.364656875805,1,48889.72145329776,41971.43904564744,0,0,0,0.1863573754196181,1.2789743423313171,0.0327712483462744,0.26324780777105705,0.736752192228943
0x000000000000000000000000000000000000004c,8,7,1,0.9352867708563508,86.53728568967666,0.3493498351016737,30.231786485834977,811.5909175667168,59945.52051972971,1,311215.16494848276,291075.426666193,0,0,1,0.3844793844553683,1.3874743339706903,0.2843193126667424,0.6249144465689679,0.3750855534310321
0x000000000000000000000000000000000000004d,10,8,0,0.8439001802268759,57.81384448484097,0.5841139494161061,33.76987303296902,38.96504514364582,664.5995414452401,4,4264.272902333667,3598.6206708159643,0,0,0,0.4294757771901904,1.3024209289492996,0.2927217387729886,0.3414030964976652,0.6585969035023348
0x000000000000000000000000000000000000004e,2,1,0,0.7740503687667013,20.903225711697996,0.4865165751934879,10.169765783751767,333.1302932756464,25657.744319423145,1,37170.077313039576,28771.51205124508,0,0,0,0.1293362299453986,1.3431833008233591,0.1371617149804539,0.47727766941119704,0.5227223305888029
0x000000000000000000000000000000000000004f,1,0,0,0.8689978411331551,10.478044952914397,0.4097968766418178,4.293870095016883,199.17822691992257,55982.6103463357,5,34020.356772831445,29563.616590170237,0,0,0,0.054608235998125,1.3818960290508837,0.0351966172043198,0.606320096836279,0.39367990316372103
0x0000000000000000000000000000000000000050,7,5,0,0.7968332462088219,38.004314655800975,0.6125410493442256,23.27920277887246,601.3677723900903,343.211527401936,4,1063.0965492460912,847.1106743691595,1,0,0,0.2960583741627792,1.2009108977951806,0.023584369821467,0.003036325983935451,0.9969636740160646
0x0000000000000000000000000000000000000051,2,1,0,0.8383738211040805,17.67594242170721,0.4010851324972506,7.089557708224208,276.62483053610754,11361.71086150556,3,15675.17243880289,13141.654213984548,0,0,0,0.0901630072373002,1.3630258559472734,0.0459366349520436,0.5434195198242446,0.45658048017575537
0x0000000000000000000000000000000000000052,2,1,0,0.8581225980452026,19.97672041924672,0.8637372465398981,17.254637489817522,281.22850089225665,16970.868584050208,4,17929.018728848652,15385.296132000702,0,0,0,0.2194396419210598,1.3891689643852618,0.164087076915164,0.6305632146175393,0.3694367853824607
0x0000000000000000000000000000000000000053,3,2,0,0.8519893389671463,21.51775680092409,0.5818721211837445,12.520582792869645,503.68799967545914,4831.791640341674,2,4388.232729071713,3738.727502075805,0,0,0,0.1592332615699221,1.4048971086554447,0.0634463605851049,0.6829903621848159,0.3170096378151841
0x0000000000000000000000000000000000000054,3,2,0,0.7975582276234785,21.9961203600814,0.5809646253572043,12.778967824306664,663.108368160698,2403.377269146157,4,5067.694702447298,4041.7816050207584,1,0,0,0.1625193299564507,1.201199851838412,0.0449430741677788,0.00399950612803992,0.9960004938719601
0x0000000000000000000000000000000000000055,4,3,0,0.7897496504049479,34.377459213905716,0.4681583735180261,16.09409539126438,147.6655634282087,17344.55890312515,1,39115.423543622775,30891.39206901756,0,0,0,0.2046801928922926,1.2883029803748447,0.1675874703840399,0.2943432679161495,0.7056567320838505
0x0000000000000000000000000000000000000056,2,1,0,0.8918539100273184,13.720890462249688,0.8591740447595981,11.788632956154457,200.2461088915313,3027.972074975774,3,2641.2444462476506,2355.6041867239064,0,0,0,0.1499245287630031,1.3611822673946132,0.0916170110861407,0.537274224648711,0.462725775351289
0x0000000000000000000000000000000000000057,6,5,0,0.9056186405938148,51.96963209512917,0.8713801879040096,45.2853077803559,269.7595022566821,5229.749466784958,2,14129.738763242343,12796.15481071326,0,0,0,0.5759258477305382,1.324398030204355,0.1675117014154117,0.41466010068118325,0.5853398993188168
0x0000000000000000000000000000000000000058,3,2,0,0.8433312905439362,24.79231573387892,0.3716968601917312,9.215225915164853,974.5357676944216,20970.45227315799,4,29177.302015970177,24606.131763718317,1,1,0,0.1171966595205954,1.2003924952563014,0.1878925595132217,0.0013083175210046511,0.9986916824789953
0x0000000000000000000000000000000000000059,4,3,0,0.9297906290596918,37.72637697544976,0.703320256067886,26.533725114886924,415.2379249446327,73146.23315842144,3,179683.95943298022,167068.46167312682,0,0,0,0.3374484767633443,1.3838661034232849,0.082528601126448,0.61288701141095,0.38711298858904997
0x000000000000000000000000000000000000005a,6,4,0,0.8090856134875235,57.55934600112122,0.6861139327628808,39.49226925208867,611.0203879120957,12125.477054155685,1,45797.92638937315,37054.44336920242,1,0,0,0.5022516079194701,1.200322042115772,0.1179048210775265,0.0010734737192402205,0.9989265262807597
0x000000000000000000000000000000000000005b,3,2,0,0.8068256799164848,23.7233424950432,0.4242346733630063,10.06426445446338,264.2965283344986,6796.538767518123,3,8452.840407496535,6819.968709003928,0,0,0,0.1279944936188659,1.3567512903883252,0.0879295482252624,0.5225043012944175,0.4774956987055825
0x000000000000000000000000000000000000005c,7,6,1,0.937867213356064,45.86578805683182,0.6245494785345359,28.645454013469855,505.74573940276326,2332.4462759558305,3,8216.961253394147,7706.41855297552,0,0,1,0.3643048528311033,1.4036619729886135,0.1501176491629562,0.6788732432953786,0.32112675670462143
0x000000000000000000000000000000000000005d,2,1,0,0.8444833281678742,11.98098106280301,0.3995682912543922,4.787220130815431,101.89559915437933,1569.9484686408937,2,1068.9759844640528,902.7323970917332,0,0,0,0.060882523433098,1.3111233568289433,0.1167967076528288,0.37041118942981155,0.6295888105701885
0x000000000000000000000000000000000000005e,3,2,0,0.8580500196909611,29.310135534798047,0.6335832660498315,18.57041140050057,63.69988154465713,19696.083671896624,5,56910.36248179501,48831.93764812394,0,0,0,0.2361732856142264,1.335925748590612,0.1419978234896189,0.4530858286353736,0.5469141713646264
0x000000000000000000000000000000000000005f,6,5,0,0.934592153758682,48.12537797981883,0.4316704190046586,20.77430207730597,484.6715210168164,6950.031094205812,1,15742.867494934417,14713.160438428302,0,0,0,0.2642017493380651,1.3546753465143682,0.274620833523887,0.5155844883812274,0.4844155116187726
